2025_05_10_1437-PARTIDO_VS_BACRC_1RONDA.csv,Player Name,Period Name,Activity Name,Period Name2,Total Duration,Total Distance,HSR,Acceleration B1-3 Total Efforts (Gen 2),Maximum Velocity,Tackles Total (Band1-Band3)
2025_05_24_1456-PARTIDO_VS_LPRC_1RONDA.csv,Martin Leiva,SEGUNDO TIEMPO,PARTIDO VS LPRC 1°RONDA,SEGUNDO TIEMPO,00:47:42,2784.68,48.73,14,6.64,20
2025_05_24_1456-PARTIDO_VS_LPRC_1RONDA.csv,Manuel Puertas,SEGUNDO TIEMPO,PARTIDO VS LPRC 1°RONDA,SEGUNDO TIEMPO,00:47:42,2218.04,51.41,13,6.41,22
2025_05_24_1456-PARTIDO_VS_LPRC_1RONDA.csv,Andres Rubio Garmendia,SEGUNDO TIEMPO,PARTIDO VS LPRC 1°RONDA,SEGUNDO TIEMPO,00:47:42,1002.56,57.43,9,6.96,0
2025_05_24_1456-PARTIDO_VS_LPRC_1RONDA.csv,Hipólito San Sebastián,SEGUNDO TIEMPO,PARTIDO VS LPRC 1°RONDA,SEGUNDO TIEMPO,00:47:42,3072.7,119.62,28,6.29,40
2025_05_24_1456-PARTIDO_VS_LPRC_1RONDA.csv,Bautista Santamarina,SEGUNDO TIEMPO,PARTIDO VS LPRC 1°RONDA,SEGUNDO TIEMPO,00:47:42,1851.43,83.11,24,8.17,6
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Marcos Albina,Session,PARTIDO VS. CUBA (V) 1°RONDA,PRIMER TIEMPO,00:42:48,3410.16,400.22,27,8.2,14
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Adriel Armenti,Session,PARTIDO VS. CUBA (V) 1°RONDA,SEGUNDO TIEMPO,00:52:56,2385.97,54.04,14,5.96,33
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Felipe Bares,Session,PARTIDO VS. CUBA (V) 1°RONDA,PRIMER TIEMPO,00:42:48,2642.07,115.55,18,6.98,23
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Thiago Bassagaisteguy,Session,PARTIDO VS. CUBA (V) 1°RONDA,PRIMER TIEMPO,01:35:44,6714.63,812.98,56,7.76,24
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Ramiro Berardi,Session,PARTIDO VS. CUBA (V) 1°RONDA,PRIMER TIEMPO,00:42:48,2653.89,38.52,10,6.49,35
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Joaquin Briozzo,Session,PARTIDO VS. CUBA (V) 1°RONDA,SEGUNDO TIEMPO,00:52:56,2687.34,40.22,15,5.62,39
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Carlos Augusto Cabano,Session,PARTIDO VS. CUBA (V) 1°RONDA,PRIMER TIEMPO,00:42:48,2644.43,163.1,14,8.12,28
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Federico Castilla,Session,PARTIDO VS. CUBA (V) 1°RONDA,SEGUNDO TIEMPO,00:52:56,2682.36,141.67,22,6.9,32
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Eliseo Chiavassa,Session,PARTIDO VS. CUBA (V) 1°RONDA,PRIMER TIEMPO,01:35:44,5739.93,269.09,36,7.2,72
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Matias Cordero,Session,PARTIDO VS. CUBA (V) 1°RONDA,PRIMER TIEMPO,00:42:48,2895.79,165.51,26,7.23,13
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Juan Pedro Cordero,Session,PARTIDO VS. CUBA (V) 1°RONDA,PRIMER TIEMPO,00:42:48,2848.05,141.11,20,7.07,36
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Mateo Fernandez A.,Session,PARTIDO VS. CUBA (V) 1°RONDA,PRIMER TIEMPO,01:35:44,6348.88,469.86,42,8.22,7
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Tomas Fernandez A.,Session,PARTIDO VS. CUBA (V) 1°RONDA,PRIMER TIEMPO,01:35:44,8133.57,747.45,72,7.57,30
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Bautista Gatti,Session,PARTIDO VS. CUBA (V) 1°RONDA,PRIMER TIEMPO,01:35:44,5489.04,203.9,32,7.14,44
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Ignacio Guichón,Session,PARTIDO VS. CUBA (V) 1°RONDA,PRIMER TIEMPO,00:42:48,3184.02,401.42,20,8.47,11
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Ivan Korenblit,Session,PARTIDO VS. CUBA (V) 1°RONDA,SEGUNDO TIEMPO,00:52:56,2871.35,210.93,30,6.29,23
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Alfonso Lopez F.,Session,PARTIDO VS. CUBA (V) 1°RONDA,PRIMER TIEMPO,01:35:44,7349.76,621.45,51,8.17,22
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Manuel Puertas,Session,PARTIDO VS. CUBA (V) 1°RONDA,PRIMER TIEMPO,00:42:48,2596.54,56.14,11,6.76,34
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Pedro Rodriguez A.,Session,PARTIDO VS. CUBA (V) 1°RONDA,SEGUNDO TIEMPO,00:52:56,2793.29,280.48,32,7.32,24
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Andres Rubio Garmendia,Session,PARTIDO VS. CUBA (V) 1°RONDA,SEGUNDO TIEMPO,00:52:56,1325.12,2.4,8,5.04,1
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Hipólito San Sebastián,Session,PARTIDO VS. CUBA (V) 1°RONDA,PRIMER TIEMPO,01:35:44,5264.3,283.22,40,6.71,97
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Bautista Santamarina,Session,PARTIDO VS. CUBA (V) 1°RONDA,SEGUNDO TIEMPO,00:52:56,3188.65,271.4,25,8.09,3
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Luciano Torboli,Session,PARTIDO VS. CUBA (V) 1°RONDA,SEGUNDO TIEMPO,00:52:56,1298.21,53.62,10,5.96,10
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Marcos Albina,PRIMER TIEMPO,PARTIDO VS. CUBA (V) 1°RONDA,PRIMER TIEMPO,00:42:48,3410.16,400.22,27,8.2,14
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Felipe Bares,PRIMER TIEMPO,PARTIDO VS. CUBA (V) 1°RONDA,PRIMER TIEMPO,00:42:48,2642.07,115.55,18,6.98,23
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Thiago Bassagaisteguy,PRIMER TIEMPO,PARTIDO VS. CUBA (V) 1°RONDA,PRIMER TIEMPO,00:42:48,3332.78,436.9,28,7.76,17
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Ramiro Berardi,PRIMER TIEMPO,PARTIDO VS. CUBA (V) 1°RONDA,PRIMER TIEMPO,00:42:48,2653.89,38.52,10,6.49,35
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Carlos Augusto Cabano,PRIMER TIEMPO,PARTIDO VS. CUBA (V) 1°RONDA,PRIMER TIEMPO,00:42:48,2644.43,163.1,14,8.12,28
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Eliseo Chiavassa,PRIMER TIEMPO,PARTIDO VS. CUBA (V) 1°RONDA,PRIMER TIEMPO,00:42:48,2740.39,98.53,15,6.57,33
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Matias Cordero,PRIMER TIEMPO,PARTIDO VS. CUBA (V) 1°RONDA,PRIMER TIEMPO,00:42:48,2895.79,165.51,26,7.23,13
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Juan Pedro Cordero,PRIMER TIEMPO,PARTIDO VS. CUBA (V) 1°RONDA,PRIMER TIEMPO,00:42:48,2848.05,141.11,20,7.07,36
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Mateo Fernandez A.,PRIMER TIEMPO,PARTIDO VS. CUBA (V) 1°RONDA,PRIMER TIEMPO,00:42:48,3135.58,314.42,19,8.22,4
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Tomas Fernandez A.,PRIMER TIEMPO,PARTIDO VS. CUBA (V) 1°RONDA,PRIMER TIEMPO,00:42:48,3833.75,416.63,39,7.57,17
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Bautista Gatti,PRIMER TIEMPO,PARTIDO VS. CUBA (V) 1°RONDA,PRIMER TIEMPO,00:42:48,2726.07,135.74,17,7.14,17
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Ignacio Guichón,PRIMER TIEMPO,PARTIDO VS. CUBA (V) 1°RONDA,PRIMER TIEMPO,00:42:48,3184.02,401.42,20,8.47,11
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Alfonso Lopez F.,PRIMER TIEMPO,PARTIDO VS. CUBA (V) 1°RONDA,PRIMER TIEMPO,00:42:48,3241.05,293.97,24,8.17,12
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Manuel Puertas,PRIMER TIEMPO,PARTIDO VS. CUBA (V) 1°RONDA,PRIMER TIEMPO,00:42:48,2596.54,56.14,11,6.76,34
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Hipólito San Sebastián,PRIMER TIEMPO,PARTIDO VS. CUBA (V) 1°RONDA,PRIMER TIEMPO,00:42:48,2620.56,166.26,19,6.71,41
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Adriel Armenti,SEGUNDO TIEMPO,PARTIDO VS. CUBA (V) 1°RONDA,SEGUNDO TIEMPO,00:52:56,2385.97,54.04,14,5.96,33
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Thiago Bassagaisteguy,SEGUNDO TIEMPO,PARTIDO VS. CUBA (V) 1°RONDA,SEGUNDO TIEMPO,00:52:56,3381.85,376.08,28,7.73,7
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Joaquin Briozzo,SEGUNDO TIEMPO,PARTIDO VS. CUBA (V) 1°RONDA,SEGUNDO TIEMPO,00:52:56,2687.34,40.22,15,5.62,39
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Federico Castilla,SEGUNDO TIEMPO,PARTIDO VS. CUBA (V) 1°RONDA,SEGUNDO TIEMPO,00:52:56,2682.36,141.67,22,6.9,32
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Eliseo Chiavassa,SEGUNDO TIEMPO,PARTIDO VS. CUBA (V) 1°RONDA,SEGUNDO TIEMPO,00:52:56,2999.54,170.56,21,7.2,39
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Mateo Fernandez A.,SEGUNDO TIEMPO,PARTIDO VS. CUBA (V) 1°RONDA,SEGUNDO TIEMPO,00:52:56,3213.3,155.44,23,7.27,3
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Tomas Fernandez A.,SEGUNDO TIEMPO,PARTIDO VS. CUBA (V) 1°RONDA,SEGUNDO TIEMPO,00:52:56,4299.81,330.82,33,7.08,13
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Bautista Gatti,SEGUNDO TIEMPO,PARTIDO VS. CUBA (V) 1°RONDA,SEGUNDO TIEMPO,00:52:56,2762.97,68.16,15,6.69,27
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Ivan Korenblit,SEGUNDO TIEMPO,PARTIDO VS. CUBA (V) 1°RONDA,SEGUNDO TIEMPO,00:52:56,2871.35,210.93,30,6.29,23
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Alfonso Lopez F.,SEGUNDO TIEMPO,PARTIDO VS. CUBA (V) 1°RONDA,SEGUNDO TIEMPO,00:52:56,4108.71,327.48,27,7.31,10
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Pedro Rodriguez A.,SEGUNDO TIEMPO,PARTIDO VS. CUBA (V) 1°RONDA,SEGUNDO TIEMPO,00:52:56,2793.29,280.48,32,7.32,24
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Andres Rubio Garmendia,SEGUNDO TIEMPO,PARTIDO VS. CUBA (V) 1°RONDA,SEGUNDO TIEMPO,00:52:56,1325.12,2.4,8,5.04,1
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Hipólito San Sebastián,SEGUNDO TIEMPO,PARTIDO VS. CUBA (V) 1°RONDA,SEGUNDO TIEMPO,00:52:56,2643.73,116.96,21,6.13,56
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Bautista Santamarina,SEGUNDO TIEMPO,PARTIDO VS. CUBA (V) 1°RONDA,SEGUNDO TIEMPO,00:52:56,3188.65,271.4,25,8.09,3
2025_05_31_1339-PARTIDO_VS._CUBA_V_1RONDA.csv,Luciano Torboli,SEGUNDO TIEMPO,PARTIDO VS. CUBA (V) 1°RONDA,SEGUNDO TIEMPO,00:52:56,1298.21,53.62,10,5.96,10
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Marcos Albina,Session,PARTIDO vs. BAC (L) 1°RONDA,PRIMER TIEMPO,00:45:08,3972.08,350.21,20,7.55,26
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Adriel Armenti,Session,PARTIDO vs. BAC (L) 1°RONDA,PRIMER TIEMPO,00:45:08,2800.79,36.36,9,5.95,33
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Thiago Bassagaisteguy,Session,PARTIDO vs. BAC (L) 1°RONDA,PRIMER TIEMPO,01:31:03,6660.31,756.81,65,8.01,39
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Joaquin Briozzo,Session,PARTIDO vs. BAC (L) 1°RONDA,PRIMER TIEMPO,00:45:08,2880.73,82.01,8,6.64,28
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Carlos Augusto Cabano,Session,PARTIDO vs. BAC (L) 1°RONDA,PRIMER TIEMPO,01:31:03,5731.97,248.17,35,8.27,38
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Eliseo Chiavassa,Session,PARTIDO vs. BAC (L) 1°RONDA,PRIMER TIEMPO,01:31:03,6040.61,225.83,49,7.21,66
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Matias Cordero,Session,PARTIDO vs. BAC (L) 1°RONDA,PRIMER TIEMPO,00:45:08,3238.41,350.1,31,7.13,11
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Carruccio Cosme,Session,PARTIDO vs. BAC (L) 1°RONDA,SEGUNDO TIEMPO,00:45:55,1459.1,39.34,13,5.46,13
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Tomas Fernandez A.,Session,PARTIDO vs. BAC (L) 1°RONDA,PRIMER TIEMPO,01:31:03,8198.75,1076.57,71,8.54,37
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Bautista Gatti,Session,PARTIDO vs. BAC (L) 1°RONDA,PRIMER TIEMPO,01:31:03,5661.77,261.82,39,8.12,40
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Ivan Korenblit,Session,PARTIDO vs. BAC (L) 1°RONDA,PRIMER TIEMPO,00:45:08,3466.56,211.32,30,6.3,39
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Martin Leiva,Session,PARTIDO vs. BAC (L) 1°RONDA,PRIMER TIEMPO,00:45:08,2846.54,79.81,23,6.7,22
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Alfonso Lopez F.,Session,PARTIDO vs. BAC (L) 1°RONDA,PRIMER TIEMPO,00:45:08,3572.08,345.56,33,8.01,20
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Gaston Martinez S.,Session,PARTIDO vs. BAC (L) 1°RONDA,PRIMER TIEMPO,01:31:03,7152.98,857.74,69,8.58,29
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Andres Rubio Garmendia,Session,PARTIDO vs. BAC (L) 1°RONDA,SEGUNDO TIEMPO,00:45:55,3242.91,417.94,36,8.02,20
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Hipólito San Sebastián,Session,PARTIDO vs. BAC (L) 1°RONDA,PRIMER TIEMPO,00:45:08,3135.76,168.38,29,7.1,39
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Bautista Santamarina,Session,PARTIDO vs. BAC (L) 1°RONDA,PRIMER TIEMPO,01:31:03,7673.11,913.06,61,8.03,27
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Manuel Tuculet,Session,PARTIDO vs. BAC (L) 1°RONDA,SEGUNDO TIEMPO,00:45:55,1519.64,63.86,11,6.6,6
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Marcos Albina,PRIMER TIEMPO,PARTIDO vs. BAC (L) 1°RONDA,PRIMER TIEMPO,00:45:08,3972.08,350.21,20,7.55,26
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Adriel Armenti,PRIMER TIEMPO,PARTIDO vs. BAC (L) 1°RONDA,PRIMER TIEMPO,00:45:08,2800.79,36.36,9,5.95,33
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Thiago Bassagaisteguy,PRIMER TIEMPO,PARTIDO vs. BAC (L) 1°RONDA,PRIMER TIEMPO,00:45:08,3454.37,465.38,35,8.01,26
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Joaquin Briozzo,PRIMER TIEMPO,PARTIDO vs. BAC (L) 1°RONDA,PRIMER TIEMPO,00:45:08,2880.73,82.01,8,6.64,28
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Carlos Augusto Cabano,PRIMER TIEMPO,PARTIDO vs. BAC (L) 1°RONDA,PRIMER TIEMPO,00:45:08,3018.72,218.33,17,8.27,22
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Eliseo Chiavassa,PRIMER TIEMPO,PARTIDO vs. BAC (L) 1°RONDA,PRIMER TIEMPO,00:45:08,2986.41,164.8,24,7.21,35
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Matias Cordero,PRIMER TIEMPO,PARTIDO vs. BAC (L) 1°RONDA,PRIMER TIEMPO,00:45:08,3238.41,350.1,31,7.13,11
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Tomas Fernandez A.,PRIMER TIEMPO,PARTIDO vs. BAC (L) 1°RONDA,PRIMER TIEMPO,00:45:08,4241.5,558.08,40,7.52,23
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Bautista Gatti,PRIMER TIEMPO,PARTIDO vs. BAC (L) 1°RONDA,PRIMER TIEMPO,00:45:08,2932.15,133.63,19,8.12,25
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Ivan Korenblit,PRIMER TIEMPO,PARTIDO vs. BAC (L) 1°RONDA,PRIMER TIEMPO,00:45:08,3466.56,211.32,30,6.3,39
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Martin Leiva,PRIMER TIEMPO,PARTIDO vs. BAC (L) 1°RONDA,PRIMER TIEMPO,00:45:08,2846.54,79.81,23,6.7,22
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Alfonso Lopez F.,PRIMER TIEMPO,PARTIDO vs. BAC (L) 1°RONDA,PRIMER TIEMPO,00:45:08,3572.08,345.56,33,8.01,20
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Gaston Martinez S.,PRIMER TIEMPO,PARTIDO vs. BAC (L) 1°RONDA,PRIMER TIEMPO,00:45:08,3624.49,435.66,35,8.58,15
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Hipólito San Sebastián,PRIMER TIEMPO,PARTIDO vs. BAC (L) 1°RONDA,PRIMER TIEMPO,00:45:08,3135.76,168.38,29,7.1,39
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Bautista Santamarina,PRIMER TIEMPO,PARTIDO vs. BAC (L) 1°RONDA,PRIMER TIEMPO,00:45:08,4107.15,514.84,32,8.03,12
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Thiago Bassagaisteguy,SEGUNDO TIEMPO,PARTIDO vs. BAC (L) 1°RONDA,SEGUNDO TIEMPO,00:45:55,3205.94,291.43,30,7.46,13
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Carlos Augusto Cabano,SEGUNDO TIEMPO,PARTIDO vs. BAC (L) 1°RONDA,SEGUNDO TIEMPO,00:45:55,2713.25,29.84,18,5.43,16
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Eliseo Chiavassa,SEGUNDO TIEMPO,PARTIDO vs. BAC (L) 1°RONDA,SEGUNDO TIEMPO,00:45:55,3054.2,61.03,25,5.75,31
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Carruccio Cosme,SEGUNDO TIEMPO,PARTIDO vs. BAC (L) 1°RONDA,SEGUNDO TIEMPO,00:45:55,1459.1,39.34,13,5.46,13
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Tomas Fernandez A.,SEGUNDO TIEMPO,PARTIDO vs. BAC (L) 1°RONDA,SEGUNDO TIEMPO,00:45:55,3957.25,518.49,31,8.54,14
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Bautista Gatti,SEGUNDO TIEMPO,PARTIDO vs. BAC (L) 1°RONDA,SEGUNDO TIEMPO,00:45:55,2729.62,128.19,20,6.57,15
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Gaston Martinez S.,SEGUNDO TIEMPO,PARTIDO vs. BAC (L) 1°RONDA,SEGUNDO TIEMPO,00:45:55,3528.49,422.08,34,8.48,14
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Andres Rubio Garmendia,SEGUNDO TIEMPO,PARTIDO vs. BAC (L) 1°RONDA,SEGUNDO TIEMPO,00:45:55,3242.91,417.94,36,8.02,20
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Bautista Santamarina,SEGUNDO TIEMPO,PARTIDO vs. BAC (L) 1°RONDA,SEGUNDO TIEMPO,00:45:55,3565.96,398.22,29,7.52,15
2025_06_07_1323-PARTIDO_vs._BAC_L_1RONDA.csv,Manuel Tuculet,SEGUNDO TIEMPO,PARTIDO vs. BAC (L) 1°RONDA,SEGUNDO TIEMPO,00:45:55,1519.64,63.86,11,6.6,6
2025_06_14_1311-Partido_vs_CASI_V_1RONDA.csv,Adriel Armenti,Session,Partido vs CASI (V) 1°RONDA,PRIMER TIEMPO,00:44:54,2606.86,2.96,11,5.05,38
2025_06_14_1311-Partido_vs_CASI_V_1RONDA.csv,Joaquin Briozzo,Session,Partido vs CASI (V) 1°RONDA,PRIMER TIEMPO,00:44:54,2628.58,11.36,15,5.42,30
2025_06_14_1311-Partido_vs_CASI_V_1RONDA.csv,Carlos Augusto Cabano,Session,Partido vs CASI (V) 1°RONDA,PRIMER TIEMPO,01:31:06,5383.63,104.41,31,6.19,64
2025_06_14_1311-Partido_vs_CASI_V_1RONDA.csv,Eliseo Chiavassa,Session,Partido vs CASI (V) 1°RONDA,PRIMER TIEMPO,01:31:06,5660.51,222.74,41,6.41,98
2025_06_14_1311-Partido_vs_CASI_V_1RONDA.csv,Matias Cordero,Session,Partido vs CASI (V) 1°RONDA,PRIMER TIEMPO,01:31:06,6181.82,454.04,75,7.97,22
2025_06_14_1311-Partido_vs_CASI_V_1RONDA.csv,Mateo Fernandez A.,Session,Partido vs CASI (V) 1°RONDA,PRIMER TIEMPO,01:31:06,6792.09,359.65,49,7.68,7
2025_06_14_1311-Partido_vs_CASI_V_1RONDA.csv,Tomas Fernandez A.,Session,Partido vs CASI (V) 1°RONDA,PRIMER TIEMPO,01:31:06,8134.24,792.84,83,8.39,47
2025_06_14_1311-Partido_vs_CASI_V_1RONDA.csv,Bautista Gatti,Session,Partido vs CASI (V) 1°RONDA,PRIMER TIEMPO,01:31:06,5450.82,70.53,37,7.92,50
2025_06_14_1311-Partido_vs_CASI_V_1RONDA.csv,Martin Leiva,Session,Partido vs CASI (V) 1°RONDA,PRIMER TIEMPO,00:44:54,2781.33,75.87,27,6.33,15
2025_06_14_1311-Partido_vs_CASI_V_1RONDA.csv,Gaston Martinez S.,Session,Partido vs CASI (V) 1°RONDA,PRIMER TIEMPO,01:31:06,7257.45,821.61,85,8.45,45
2025_06_14_1311-Partido_vs_CASI_V_1RONDA.csv,Felipe Puertas,Session,Partido vs CASI (V) 1°RONDA,PRIMER TIEMPO,01:31:06,6480.33,440.69,74,7.75,80
2025_06_14_1311-Partido_vs_CASI_V_1RONDA.csv,Pedro Rodriguez A.,Session,Partido vs CASI (V) 1°RONDA,PRIMER TIEMPO,00:44:54,3383.73,278.28,36,7.16,30
2025_06_14_1311-Partido_vs_CASI_V_1RONDA.csv,Andres Rubio Garmendia,Session,Partido vs CASI (V) 1°RONDA,PRIMER TIEMPO,00:44:54,2398.6,296.17,32,7.66,10
2025_06_14_1311-Partido_vs_CASI_V_1RONDA.csv,Hipólito San Sebastián,Session,Partido vs CASI (V) 1°RONDA,PRIMER TIEMPO,01:31:06,6111.01,292.31,54,7.66,56
2025_06_14_1311-Partido_vs_CASI_V_1RONDA.csv,Bautista Santamarina,Session,Partido vs CASI (V) 1°RONDA,PRIMER TIEMPO,01:31:06,7361.3,603.76,59,7.83,17
2025_06_14_1311-Partido_vs_CASI_V_1RONDA.csv,Manuel Tuculet,Session,Partido vs CASI (V) 1°RONDA,SEGUNDO TIEMPO,00:46:11,1493.25,69.15,5,7.05,3
2025_06_14_1311-Partido_vs_CASI_V_1RONDA.csv,Adriel Armenti,PRIMER TIEMPO,Partido vs CASI (V) 1°RONDA,PRIMER TIEMPO,00:44:54,2606.86,2.96,11,5.05,38
2025_06_14_1311-Partido_vs_CASI_V_1RONDA.csv,Joaquin Briozzo,PRIMER TIEMPO,Partido vs CASI (V) 1°RONDA,PRIMER TIEMPO,00:44:54,2628.58,11.36,15,5.42,30
2025_06_14_1311-Partido_vs_CASI_V_1RONDA.csv,Carlos Augusto Cabano,PRIMER TIEMPO,Partido vs CASI (V) 1°RONDA,PRIMER TIEMPO,00:44:54,2768.16,88.52,17,6.15,24
2025_06_14_1311-Partido_vs_CASI_V_1RONDA.csv,Eliseo Chiavassa,PRIMER TIEMPO,Partido vs CASI (V) 1°RONDA,PRIMER TIEMPO,00:44:54,2986.83,116.78,17,6.27,43
2025_06_14_1311-Partido_vs_CASI_V_1RONDA.csv,Matias Cordero,PRIMER TIEMPO,Partido vs CASI (V) 1°RONDA,PRIMER TIEMPO,00:44:54,2972.41,108.19,33,7.5,11
2025_06_14_1311-Partido_vs_CASI_V_1RONDA.csv,Mateo Fernandez A.,PRIMER TIEMPO,Partido vs CASI (V) 1°RONDA,PRIMER TIEMPO,00:44:54,3476.76,210.94,29,7.68,2
